1,2011-01-05T15:05:50Z,47.5917270,-122.2429258,45.3192139,811.7690430,118,,Absent,
1,2011-01-05T15:05:56Z,47.5916410,-122.2427492,42.4354248,828.3195190,116,,Absent,
1,2011-01-05T15:06:02Z,47.5915839,-122.2425378,42.4354248,845.4020996,114,,Absent,
1,2011-01-05T15:06:07Z,47.5915364,-122.2423520,43.3966064,860.4849854,114,,Absent,
1,2011-01-05T15:06:15Z,47.5914377,-122.2420769,40.0321045,883.8269653,114,,Absent,
1,2011-01-05T15:06:20Z,47.5913757,-122.2419254,39.0706787,897.1701660,115,,Absent,
1,2011-01-05T15:06:26Z,47.5913329,-122.2417105,39.0706787,913.9421387,116,,Absent,
1,2011-01-05T15:06:31Z,47.5912696,-122.2415163,38.5900879,930.0736084,117,,Absent,
1,2011-01-05T15:06:37Z,47.5911951,-122.2413105,35.2254639,947.6706543,118,,Absent,
1,2011-01-05T15:06:43Z,47.5911152,-122.2411113,34.2641602,965.1549072,118,,Absent,
1,2011-01-05T15:06:48Z,47.5910751,-122.2409460,34.7448730,978.1136475,119,,Absent,
1,2011-01-05T15:06:54Z,47.5909991,-122.2407631,36.1867676,994.1964111,119,,Absent,
1,2011-01-05T15:07:00Z,47.5909104,-122.2406061,35.2254639,1009.6409912,120,,Absent,
1,2011-01-05T15:07:06Z,47.5908060,-122.2404535,33.7834473,1025.7226562,121,,Absent,
1,2011-01-05T15:07:11Z,47.5907107,-122.2403394,33.7834473,1039.3317871,121,,Absent,
1,2011-01-05T15:07:17Z,47.5905927,-122.2401840,32.8222656,1057.0716553,121,,Absent,
1,2011-01-05T15:07:22Z,47.5905087,-122.2400726,33.7834473,1069.3869629,121,,Absent,
1,2011-01-05T15:07:28Z,47.5903805,-122.2399256,33.3028564,1087.4907227,121,,Absent,
1,2011-01-05T15:07:35Z,47.5902608,-122.2397556,30.8995361,1106.1066895,119,,Absent,
1,2011-01-05T15:07:41Z,47.5901403,-122.2396064,28.9769287,1123.5095215,118,,Absent,
1,2011-01-05T15:07:46Z,47.5900658,-122.2395007,28.4962158,1135.0521240,118,,Absent,
1,2011-01-05T15:07:52Z,47.5899425,-122.2393418,29.4575195,1153.3245850,118,,Absent,
1,2011-01-05T15:07:58Z,47.5898164,-122.2392102,26.0928955,1170.4440918,118,,Absent,
1,2011-01-05T15:08:03Z,47.5897280,-122.2390946,24.6510010,1183.3964844,119,,Absent,
1,2011-01-05T15:08:09Z,47.5896115,-122.2389159,26.0928955,1202.1763916,119,,Absent,
1,2011-01-05T15:08:14Z,47.5895665,-122.2387185,28.4962158,1217.5023193,120,,Absent,
1,2011-01-05T15:08:20Z,47.5895111,-122.2385041,25.6123047,1234.5366211,121,,Absent,
1,2011-01-05T15:08:25Z,47.5894281,-122.2383648,24.1702881,1248.6248779,121,,Absent,
1,2011-01-05T15:08:30Z,47.5893385,-122.2382154,21.7669678,1263.5301514,121,,Absent,
1,2011-01-05T15:08:34Z,47.5893098,-122.2380799,20.3249512,1274.1550293,121,,Absent,
1,2011-01-05T15:08:42Z,47.5892934,-122.2377605,18.8830566,1298.5421143,120,,Absent,
1,2011-01-05T15:08:47Z,47.5892932,-122.2375644,19.3637695,1313.2565918,120,,Absent,
1,2011-01-05T15:08:51Z,47.5893934,-122.2375334,19.8443604,1324.9366455,121,,Absent,
1,2011-01-05T15:08:57Z,47.5895818,-122.2375296,21.7669678,1345.9028320,121,,Absent,
1,2011-01-05T15:09:02Z,47.5897382,-122.2375215,23.2089844,1363.3796387,123,,Absent,
1,2011-01-05T15:09:07Z,47.5898860,-122.2375535,22.7282715,1379.9461670,124,,Absent,
1,2011-01-05T15:09:12Z,47.5900233,-122.2375892,20.3249512,1395.5695801,126,,Absent,
1,2011-01-05T15:09:17Z,47.5901591,-122.2375440,21.2863770,1411.0003662,128,,Absent,
1,2011-01-05T15:09:21Z,47.5902588,-122.2375642,20.3249512,1422.4873047,129,,Absent,
1,2011-01-05T15:09:27Z,47.5904281,-122.2376472,18.8830566,1442.4051514,131,,Absent,
1,2011-01-05T15:09:32Z,47.5905143,-122.2377916,17.9217529,1456.8498535,131,,Absent,
1,2011-01-05T15:09:37Z,47.5905579,-122.2379869,15.9990234,1472.2789307,131,,Absent,
1,2011-01-05T15:09:38Z,47.5905745,-122.2380227,15.9990234,1475.5203857,131,,Absent,
1,2011-01-05T15:09:43Z,47.5907154,-122.2380659,14.5570068,1492.1235352,130,,Absent,
1,2011-01-05T15:09:49Z,47.5908684,-122.2380620,16.4797363,1508.9874268,130,,Absent,
1,2011-01-05T15:09:56Z,47.5910557,-122.2381113,17.4411621,1530.0888672,129,,Absent,
1,2011-01-05T15:10:01Z,47.5911795,-122.2382048,12.6343994,1545.8082275,128,,Absent,
1,2011-01-05T15:10:07Z,47.5912929,-122.2383823,15.5184326,1564.2260742,126,,Absent,
1,2011-01-05T15:10:12Z,47.5913147,-122.2385731,15.0377197,1579.2983398,125,,Absent,
1,2011-01-05T15:10:17Z,47.5912929,-122.2387929,12.6343994,1596.3441162,125,,Absent,
1,2011-01-05T15:10:22Z,47.5913378,-122.2389419,9.7506104,1610.0093994,126,,Absent,
1,2011-01-05T15:10:23Z,47.5913367,-122.2389742,8.7891846,1610.0093994,126,,Absent,
