1,2011-01-05T15:00:46Z,47.5859201,-122.2451507,79.4460449,0.0000000,73,,Absent,
1,2011-01-05T15:00:47Z,47.5859225,-122.2451397,78.9654541,0.0000000,73,,Absent,
1,2011-01-05T15:00:49Z,47.5859414,-122.2451383,80.4074707,1.5719875,72,,Absent,
1,2011-01-05T15:00:55Z,47.5860352,-122.2450798,82.8107910,10.6454430,72,,Absent,
1,2011-01-05T15:00:56Z,47.5860460,-122.2450723,81.8493652,11.9029818,72,,Absent,
1,2011-01-05T15:01:00Z,47.5860890,-122.2450154,82.3300781,18.4805889,78,,Absent,
1,2011-01-05T15:01:03Z,47.5861465,-122.2449694,82.8107910,25.4452076,83,,Absent,
1,2011-01-05T15:01:04Z,47.5861676,-122.2449550,82.8107910,27.9901066,89,,Absent,
1,2011-01-05T15:01:10Z,47.5862939,-122.2448935,83.2913818,42.4768143,94,,Absent,
1,2011-01-05T15:01:13Z,47.5863740,-122.2448808,82.3300781,51.4371262,99,,Absent,
1,2011-01-05T15:01:19Z,47.5865197,-122.2449397,81.8493652,68.2805328,101,,Absent,
1,2011-01-05T15:01:26Z,47.5866606,-122.2450367,81.8493652,85.3027802,105,,Absent,
1,2011-01-05T15:01:31Z,47.5867675,-122.2450977,82.3300781,98.0315857,107,,Absent,
1,2011-01-05T15:01:35Z,47.5868368,-122.2451517,82.3300781,106.7490768,109,,Absent,
1,2011-01-05T15:01:42Z,47.5869956,-122.2451522,82.3300781,124.3723145,110,,Absent,
1,2011-01-05T15:01:47Z,47.5871012,-122.2451553,81.3687744,136.3906708,109,,Absent,
1,2011-01-05T15:01:54Z,47.5872596,-122.2451336,78.9654541,154.0991669,109,,Absent,
1,2011-01-05T15:01:59Z,47.5874100,-122.2451417,79.9266357,170.8427582,108,,Absent,
1,2011-01-05T15:02:05Z,47.5875627,-122.2451486,79.9266357,187.7649231,107,,Absent,
1,2011-01-05T15:02:10Z,47.5876591,-122.2451481,76.5621338,198.5056000,106,,Absent,
1,2011-01-05T15:02:16Z,47.5878104,-122.2451564,71.7554932,215.3736115,102,,Absent,
1,2011-01-05T15:02:20Z,47.5879015,-122.2451500,69.8328857,225.5762177,98,,Absent,
1,2011-01-05T15:02:26Z,47.5880403,-122.2451593,67.4296875,241.0713959,95,,Absent,
1,2011-01-05T15:02:30Z,47.5881273,-122.2451648,67.9102783,250.6381836,96,,Absent,
1,2011-01-05T15:02:35Z,47.5882310,-122.2451482,68.8715820,262.2475891,96,,Absent,
1,2011-01-05T15:02:42Z,47.5884133,-122.2451605,69.3522949,282.5637207,96,,Absent,
1,2011-01-05T15:02:48Z,47.5885499,-122.2451434,68.3908691,297.8193054,98,,Absent,
1,2011-01-05T15:02:53Z,47.5886571,-122.2451367,71.7554932,309.8982544,98,,Absent,
1,2011-01-05T15:02:58Z,47.5887712,-122.2451186,71.7554932,322.4790344,99,,Absent,
1,2011-01-05T15:03:03Z,47.5889116,-122.2451361,67.9102783,338.2169495,99,,Absent,
1,2011-01-05T15:03:07Z,47.5890171,-122.2451555,66.9489746,350.1335754,100,,Absent,
1,2011-01-05T15:03:12Z,47.5890913,-122.2451776,65.9876709,357.9707031,101,,Absent,
1,2011-01-05T15:03:15Z,47.5891602,-122.2451984,64.0650635,365.9656067,102,,Absent,
1,2011-01-05T15:03:19Z,47.5892785,-122.2451750,64.5456543,379.3378601,105,,Absent,
1,2011-01-05T15:03:24Z,47.5894186,-122.2451541,59.7391357,395.1542053,106,,Absent,
1,2011-01-05T15:03:30Z,47.5895886,-122.2451470,57.3358154,413.8714600,108,,Absent,
1,2011-01-05T15:03:35Z,47.5897114,-122.2451389,57.3358154,427.4470215,110,,Absent,
1,2011-01-05T15:03:39Z,47.5898186,-122.2451279,56.3745117,439.4401855,110,,Absent,
1,2011-01-05T15:03:44Z,47.5899492,-122.2451144,53.9711914,454.2176819,112,,Absent,
1,2011-01-05T15:03:48Z,47.5900725,-122.2451060,53.9711914,467.8162231,111,,Absent,
1,2011-01-05T15:03:53Z,47.5902080,-122.2451113,55.8937988,483.1095276,111,,Absent,
1,2011-01-05T15:03:54Z,47.5902354,-122.2451077,55.4130859,486.0850220,111,,Absent,
1,2011-01-05T15:04:01Z,47.5903986,-122.2450900,53.4904785,504.3610535,111,,Absent,
1,2011-01-05T15:04:06Z,47.5905252,-122.2450952,53.0097656,518.3826294,111,,Absent,
1,2011-01-05T15:04:11Z,47.5906609,-122.2450847,53.4904785,533.4710083,111,,Absent,
1,2011-01-05T15:04:17Z,47.5908239,-122.2450878,53.0097656,551.6354980,111,,Absent,
1,2011-01-05T15:04:23Z,47.5909826,-122.2450967,52.5291748,569.1551514,111,,Absent,
1,2011-01-05T15:04:29Z,47.5911342,-122.2451217,53.0097656,586.0811157,110,,Absent,
1,2011-01-05T15:04:34Z,47.5912546,-122.2451124,50.1259766,599.6088867,109,,Absent,
1,2011-01-05T15:04:40Z,47.5914022,-122.2451047,48.6839600,615.9415894,110,,Absent,
1,2011-01-05T15:04:46Z,47.5915615,-122.2450596,48.6839600,634.2254028,110,,Absent,
1,2011-01-05T15:04:49Z,47.5916223,-122.2450270,48.6839600,641.3358154,109,,Absent,
1,2011-01-05T15:04:53Z,47.5916653,-122.2449052,50.1259766,651.9406128,110,,Absent,
1,2011-01-05T15:04:59Z,47.5916736,-122.2446731,53.4904785,669.4561768,110,,Absent,
1,2011-01-05T15:05:05Z,47.5916560,-122.2444622,51.5678711,685.5256958,113,,Absent,
1,2011-01-05T15:05:06Z,47.5916496,-122.2444299,52.0485840,688.0528564,113,,Absent,
1,2011-01-05T15:05:11Z,47.5916296,-122.2442514,51.5678711,701.5091553,116,,Absent,
1,2011-01-05T15:05:16Z,47.5917125,-122.2441587,50.1259766,713.5120850,117,,Absent,
1,2011-01-05T15:05:20Z,47.5917306,-122.2440328,49.1645508,723.5357666,117,,Absent,
1,2011-01-05T15:05:26Z,47.5916971,-122.2438008,46.7612305,741.4332886,119,,Absent,
1,2011-01-05T15:05:31Z,47.5916835,-122.2436104,44.8386230,755.8631592,120,,Absent,
1,2011-01-05T15:05:36Z,47.5917218,-122.2434235,43.8773193,770.6074219,120,,Absent,
1,2011-01-05T15:05:41Z,47.5917753,-122.2432557,44.8386230,784.2216187,119,,Absent,
1,2011-01-05T15:05:46Z,47.5917923,-122.2430739,43.8773193,798.4956665,118,,Absent,
