
Activity Table
RecID,MultiSportSessionRecID,NextSportRecID,StartTime,Sport,TotalTimeSeconds,DistanceMeters,VirtualPartner,PlanName,PlanType,IntervalWorkout,Notes,Creator,
1,,,2011-02-07T15:12:34Z,Running,,,,"",,,"","Forerunner305",
2,,,2011-02-26T15:54:25Z,Running,,,,"",,,"","Forerunner305",
3,,,2011-02-16T14:29:57Z,Running,,,,"",,,"","Forerunner305",
4,,,2011-02-22T15:09:04Z,Running,,,,"",,,"","Forerunner305",
5,,,2011-02-12T15:40:41Z,Running,,,,"",,,"","Forerunner305",
6,,,2011-02-16T14:29:06Z,Running,,,,"",,,"","Forerunner305",
7,,,2011-02-11T14:41:33Z,Running,,,,"",,,"","Forerunner305",
8,,,2011-02-15T14:55:56Z,Running,,,,"",,,"","Forerunner305",
9,,,2011-02-08T14:49:11Z,Running,,,,"",,,"","Forerunner305",
10,,,2011-02-28T14:56:18Z,Running,,,,"",,,"","Forerunner305",
11,1,,2011-02-20T20:51:46Z,Biking,,,,"",,,"","Forerunner305",
12,,1,2011-02-22T15:08:13Z,Running,,,,"",,,"","Forerunner305",
13,2,,2011-02-18T14:35:47Z,Running,,,,"",,,"","Forerunner305",
14,,2,2011-02-20T20:49:28Z,Biking,,,,"",,,"","Forerunner305",

MultiSportSession Table
RecID,StartTime,Notes,
1,2011-02-20T20:51:46Z,"",
2,2011-02-18T14:35:47Z,"",

NextSport Table
RecID,MultiSportSessionRecID,
1,1,
2,2,

ActivityLap Table
RecID,ActivityRecID,NextSportRecID,StartTime,TotalTimeSeconds,DistanceMeters,MaximumSpeed,Calories,AverageHeartRateBpm,MaximumHeartRateBpm,Intensity,AverageCadence,TriggerMethod,Notes,
1,1,,2011-02-07T15:12:34Z,603.7400000,1609.3439941,3.0483332,156,159,170,Active,,Distance,"",
2,1,,2011-02-07T15:22:47Z,610.1700000,1609.3439941,3.2233334,219,142,153,Active,,Distance,"",
3,1,,2011-02-07T15:33:02Z,556.0500000,1609.3439941,3.2374997,192,153,164,Active,,Distance,"",
4,1,,2011-02-07T15:42:29Z,608.5200000,1558.1860352,3.2879171,208,161,169,Active,,Manual,"",
5,1,,2011-02-08T14:48:12Z,1.7100000,0.1938477,0.0000000,0,161,169,Active,,Manual,"",
6,2,,2011-02-26T15:54:25Z,580.7100000,1609.3439941,3.5370831,185,163,183,Active,,Distance,"",
7,2,,2011-02-26T16:04:06Z,565.1600000,1609.3439941,3.3833332,189,157,175,Active,,Distance,"",
8,2,,2011-02-26T16:13:31Z,545.9700000,1609.3439941,3.3133337,211,154,165,Active,,Distance,"",
9,2,,2011-02-26T16:22:37Z,568.6600000,1609.3439941,3.5887501,218,161,167,Active,,Distance,"",
10,2,,2011-02-26T16:33:07Z,571.6900000,1609.3439941,3.8362498,226,164,170,Active,,Distance,"",
11,2,,2011-02-26T16:42:43Z,472.8800000,1609.3439941,3.8995833,179,159,174,Active,,Distance,"",
12,2,,2011-02-26T16:51:22Z,467.1500000,1508.7509766,3.7525001,200,169,177,Active,,Manual,"",
13,3,,2011-02-16T14:29:57Z,611.3400000,1609.3439941,3.1120834,199,120,150,Active,,Distance,"",
14,3,,2011-02-16T14:40:09Z,571.4100000,1609.3439941,3.4150000,221,151,165,Active,,Distance,"",
15,3,,2011-02-16T14:49:41Z,617.2700000,1609.3439941,3.4450004,241,155,170,Active,,Distance,"",
16,3,,2011-02-16T15:00:27Z,16.6800000,55.8652344,3.4883332,7,158,159,Active,,Manual,"",
17,3,,2011-02-18T14:35:27Z,1.2600000,0.0000000,0.0000000,0,77,77,Active,,Manual,"",
18,4,,2011-02-22T15:09:04Z,580.8100000,1609.3439941,3.3370833,162,139,165,Active,,Distance,"",
19,4,,2011-02-22T15:19:23Z,540.7800000,1609.3439941,3.7870831,225,138,154,Active,,Distance,"",
20,4,,2011-02-22T15:29:08Z,514.5400000,1609.3439941,4.1124997,212,141,153,Active,,Distance,"",
21,4,,2011-02-22T15:39:25Z,540.0300000,1609.3439941,3.5612500,230,151,166,Active,,Distance,"",
22,4,,2011-02-22T15:49:16Z,6.5700000,17.8803711,3.0983334,2,167,168,Active,,Manual,"",
23,5,,2011-02-12T15:40:41Z,611.4400000,1609.3439941,3.3816667,174,118,143,Active,,Distance,"",
24,5,,2011-02-12T15:51:02Z,563.3000000,1609.3439941,3.3879166,197,147,158,Active,,Distance,"",
25,5,,2011-02-12T16:00:26Z,553.0200000,1609.3439941,3.4012499,168,152,162,Active,,Distance,"",
26,5,,2011-02-12T16:09:47Z,601.0000000,1609.3439941,3.6929169,230,157,165,Active,,Distance,"",
27,5,,2011-02-12T16:20:31Z,553.0100000,1609.3439941,3.5729165,225,164,173,Active,,Distance,"",
28,5,,2011-02-12T16:30:01Z,508.3900000,1609.3439941,3.6408331,195,158,172,Active,,Distance,"",
29,5,,2011-02-12T16:38:29Z,404.4400000,1303.6972656,3.7933331,153,167,181,Active,,Manual,"",
30,5,,2011-02-15T14:55:49Z,2.0900000,4.6660156,1.0375001,0,165,176,Active,,Manual,"",
31,6,,2011-02-16T14:29:06Z,41.4100000,42.7047005,2.1153474,26,88,93,Active,,Manual,"",
32,7,,2011-02-11T14:41:33Z,611.4100000,1609.3439941,3.2108335,180,153,172,Active,,Distance,"",
33,7,,2011-02-11T14:51:45Z,579.8800000,1609.3439941,3.1462500,231,157,170,Active,,Distance,"",
34,7,,2011-02-11T15:01:25Z,637.4800000,1609.3439941,3.4575000,244,162,174,Active,,Distance,"",
35,7,,2011-02-11T15:12:03Z,42.4400000,152.7958984,3.4033332,13,171,174,Active,,Manual,"",
36,8,,2011-02-15T14:55:56Z,583.3100000,1609.3439941,3.3029165,185,114,145,Active,,Distance,"",
37,8,,2011-02-15T15:05:40Z,569.5200000,1609.3439941,3.4375000,209,145,159,Active,,Distance,"",
38,8,,2011-02-15T15:16:33Z,557.0400000,1609.3439941,3.4329166,196,151,162,Active,,Distance,"",
39,8,,2011-02-15T15:25:54Z,604.1900000,1609.3439941,3.1558335,259,156,169,Active,,Distance,"",
40,8,,2011-02-15T15:36:10Z,2.4200000,7.3608398,2.6116667,1,169,169,Active,,Manual,"",
41,8,,2011-02-16T14:28:45Z,1.1800000,0.0000000,0.0000000,0,84,84,Active,,Manual,"",
42,9,,2011-02-08T14:49:11Z,620.2300000,1609.3439941,3.1033332,163,125,164,Active,,Distance,"",
43,9,,2011-02-08T14:59:48Z,577.6600000,1609.3439941,3.3491669,210,144,156,Active,,Distance,"",
44,9,,2011-02-08T15:10:18Z,585.2600000,1413.4716797,2.9166665,219,155,168,Active,,Manual,"",
45,10,,2011-02-28T14:56:18Z,625.7500000,1609.3439941,3.4450002,214,121,146,Active,,Distance,"",
46,10,,2011-02-28T15:06:44Z,566.1700000,1609.3439941,4.6125002,238,147,159,Active,,Distance,"",
47,10,,2011-02-28T15:16:10Z,488.4900000,1609.3439941,4.2700000,237,154,162,Active,,Distance,"",
48,10,,2011-02-28T15:24:27Z,482.9300000,1609.3439941,4.0341673,201,157,171,Active,,Distance,"",
49,10,,2011-02-28T15:32:37Z,57.2100000,183.5400391,3.8812501,32,173,175,Active,,Manual,"",
50,11,,2011-02-20T20:51:46Z,5756.0000000,42138.6445312,14.3741665,1327,135,166,Active,0,Manual,"",
51,11,,2011-02-20T22:33:14Z,232.8000000,518.5781250,3.7670836,11,146,165,Active,,Manual,"",
52,12,,2011-02-22T15:08:13Z,1.2400000,0.6564561,0.3400000,0,57,57,Active,,Manual,"",
53,13,,2011-02-18T14:35:47Z,581.9300000,1609.3439941,3.4000001,180,118,152,Active,,Distance,"",
54,13,,2011-02-18T14:45:30Z,540.4000000,1609.3439941,4.9375000,231,144,157,Active,,Distance,"",
55,13,,2011-02-18T14:55:04Z,533.9000000,1609.3439941,3.6458333,209,154,164,Active,,Distance,"",
56,13,,2011-02-18T15:03:58Z,573.6900000,1609.3439941,3.5641670,232,161,173,Active,,Distance,"",
57,13,,2011-02-18T15:13:35Z,16.0200000,53.5517578,3.5979166,10,174,174,Active,,Manual,"",
58,14,,2011-02-20T20:49:28Z,1.5400000,0.6344244,0.0000000,0,63,63,Active,,Manual,"",

Track Table
RecID,ActivityLapRecID,CourseRecID,
1,1,,
2,1,,
3,2,,
4,2,,
5,3,,
6,3,,
7,4,,
8,4,,
9,4,,
10,5,,
11,6,,
12,7,,
13,8,,
14,9,,
15,9,,
16,10,,
17,10,,
18,11,,
19,11,,
20,12,,
21,13,,
22,14,,
23,15,,
24,15,,
25,16,,
26,17,,
27,18,,
28,18,,
29,18,,
30,18,,
31,19,,
32,19,,
33,19,,
34,20,,
35,20,,
36,20,,
37,20,,
38,21,,
39,21,,
40,21,,
41,21,,
42,22,,
43,23,,
44,23,,
45,24,,
46,25,,
47,25,,
48,26,,
49,26,,
50,26,,
51,27,,
52,27,,
53,28,,
54,29,,
55,30,,
56,31,,
57,31,,
58,32,,
59,33,,
60,34,,
61,35,,
62,36,,
63,37,,
64,37,,
65,37,,
66,38,,
67,38,,
68,39,,
69,39,,
70,39,,
71,40,,
72,41,,
73,42,,
74,42,,
75,43,,
76,43,,
77,43,,
78,44,,
79,45,,
80,46,,
81,47,,
82,47,,
83,48,,
84,48,,
85,49,,
86,50,,
87,50,,
88,50,,
89,50,,
90,50,,
91,50,,
92,50,,
93,50,,
94,50,,
95,50,,
96,50,,
97,50,,
98,50,,
99,50,,
100,50,,
101,50,,
102,50,,
103,50,,
104,50,,
105,50,,
106,50,,
107,50,,
108,50,,
109,50,,
110,50,,
111,50,,
112,50,,
113,50,,
114,50,,
115,50,,
116,50,,
117,50,,
118,50,,
119,50,,
120,50,,
121,50,,
122,50,,
123,50,,
124,50,,
125,50,,
126,50,,
127,50,,
128,50,,
129,50,,
130,50,,
131,50,,
132,50,,
133,50,,
134,50,,
135,50,,
136,50,,
137,50,,
138,50,,
139,50,,
140,50,,
141,50,,
142,50,,
143,50,,
144,50,,
145,50,,
146,50,,
147,50,,
148,50,,
149,50,,
150,50,,
151,50,,
152,50,,
153,50,,
154,50,,
155,50,,
156,50,,
157,50,,
158,50,,
159,50,,
160,50,,
161,50,,
162,50,,
163,50,,
164,50,,
165,50,,
166,50,,
167,50,,
168,50,,
169,50,,
170,50,,
171,50,,
172,50,,
173,50,,
174,50,,
175,50,,
176,50,,
177,51,,
178,51,,
179,51,,
180,52,,
181,53,,
182,54,,
183,54,,
184,55,,
185,56,,
186,56,,
187,57,,
188,58,,

TrackPoint Table
TrackRecID,Time,Latitude,Longitude,AltitudeMeters,DistanceMeters,HeartRateBpm,Cadence,SensorState,
1,2011-02-07T15:12:34Z,47.5868566,-122.2452064,82.3300781,2.7003639,144,,Absent,
1,2011-02-07T15:12:35Z,47.5868777,-122.2452093,82.3300781,5.1269546,146,,Absent,
1,2011-02-07T15:12:37Z,47.5869283,-122.2452135,83.2913818,10.5947418,149,,Absent,
1,2011-02-07T15:12:39Z,47.5869759,-122.2452128,82.8107910,15.7960482,154,,Absent,
1,2011-02-07T15:12:40Z,47.5869997,-122.2452147,82.3300781,18.4487724,154,,Absent,
1,2011-02-07T15:12:46Z,47.5871338,-122.2452139,80.8881836,33.3510780,155,,Absent,
1,2011-02-07T15:12:52Z,47.5872623,-122.2452086,79.9266357,47.6674385,157,,Absent,
1,2011-02-07T15:12:57Z,47.5873771,-122.2452102,79.4460449,60.3203812,160,,Absent,
1,2011-02-07T15:13:02Z,47.5874871,-122.2452121,78.4847412,72.5375900,161,,Absent,
1,2011-02-07T15:13:09Z,47.5876424,-122.2452013,77.5234375,89.8103790,161,,Absent,
1,2011-02-07T15:13:11Z,47.5876886,-122.2452021,76.0814209,94.9395599,167,,Absent,
1,2011-02-07T15:13:12Z,47.5877081,-122.2452014,75.1202393,97.0900574,167,,Absent,
1,2011-02-07T15:13:18Z,47.5878502,-122.2452012,75.1202393,112.8834152,163,,Absent,
1,2011-02-07T15:13:22Z,47.5879326,-122.2452144,74.1588135,122.1174622,163,,Absent,
1,2011-02-07T15:13:27Z,47.5880095,-122.2453185,72.7169189,134.2303619,161,,Absent,
1,2011-02-07T15:13:30Z,47.5880064,-122.2454162,70.7941895,141.5970917,159,,Absent,
1,2011-02-07T15:13:36Z,47.5879982,-122.2456201,67.4296875,156.9940491,158,,Absent,
1,2011-02-07T15:13:41Z,47.5879901,-122.2457848,65.5070801,169.4943542,157,,Absent,
1,2011-02-07T15:13:46Z,47.5879891,-122.2459407,63.1036377,181.1534424,157,,Absent,
1,2011-02-07T15:13:50Z,47.5879946,-122.2460589,61.1810303,190.0365295,158,,Absent,
1,2011-02-07T15:13:55Z,47.5879857,-122.2462291,58.7777100,202.8226013,157,,Absent,
1,2011-02-07T15:13:58Z,47.5879878,-122.2463240,57.3358154,209.9772186,157,,Absent,
1,2011-02-07T15:14:05Z,47.5879833,-122.2465457,55.8937988,226.6023712,158,,Absent,
1,2011-02-07T15:14:11Z,47.5879475,-122.2467318,55.4130859,241.2782288,159,,Absent,
1,2011-02-07T15:14:16Z,47.5879082,-122.2468786,55.8937988,253.1195679,160,,Absent,
1,2011-02-07T15:14:22Z,47.5878373,-122.2470369,54.4517822,267.4544678,161,,Absent,
1,2011-02-07T15:14:28Z,47.5877474,-122.2472052,53.0097656,283.7319336,162,,Absent,
1,2011-02-07T15:14:32Z,47.5876901,-122.2473130,52.5291748,293.9566345,161,,Absent,
1,2011-02-07T15:14:33Z,47.5876742,-122.2473355,52.0485840,296.3874512,161,,Absent,
1,2011-02-07T15:14:40Z,47.5875359,-122.2474729,50.6065674,314.9450073,161,,Absent,
1,2011-02-07T15:14:45Z,47.5874166,-122.2475584,50.6065674,329.8354797,161,,Absent,
1,2011-02-07T15:14:50Z,47.5872999,-122.2476211,51.5678711,343.5791016,162,,Absent,
1,2011-02-07T15:14:56Z,47.5871374,-122.2476949,52.5291748,362.4677124,163,,Absent,
1,2011-02-07T15:15:03Z,47.5870077,-122.2477758,50.6065674,378.0864868,165,,Absent,
1,2011-02-07T15:15:08Z,47.5869059,-122.2478453,49.1645508,390.5282593,162,,Absent,
1,2011-02-07T15:15:11Z,47.5868420,-122.2478884,48.6839600,398.4165039,161,,Absent,
1,2011-02-07T15:15:19Z,47.5866716,-122.2479628,47.2418213,418.2271118,162,,Absent,
1,2011-02-07T15:15:25Z,47.5865446,-122.2480250,44.8386230,433.0553284,160,,Absent,
1,2011-02-07T15:15:30Z,47.5864163,-122.2480801,44.3580322,447.8847961,161,,Absent,
1,2011-02-07T15:15:35Z,47.5863340,-122.2481358,42.4354248,457.8766479,159,,Absent,
1,2011-02-07T15:15:37Z,47.5863224,-122.2481536,41.4739990,459.7292480,159,,Absent,
1,2011-02-07T15:15:38Z,47.5863211,-122.2481638,41.4739990,460.4644165,156,,Absent,
1,2011-02-07T15:15:39Z,,,,,,,,
2,2011-02-07T15:15:46Z,,,,,,,,
2,2011-02-07T15:15:47Z,47.5862975,-122.2482039,40.0321045,460.4644165,99,,Absent,
2,2011-02-07T15:15:48Z,47.5862978,-122.2482189,39.5512695,461.7088928,99,,Absent,
2,2011-02-07T15:15:49Z,47.5862952,-122.2482380,39.5512695,463.1706848,97,,Absent,
2,2011-02-07T15:15:50Z,47.5862725,-122.2482834,39.0706787,467.7850037,108,,Absent,
2,2011-02-07T15:15:52Z,47.5862393,-122.2483275,38.1093750,472.5218201,122,,Absent,
2,2011-02-07T15:15:53Z,47.5862215,-122.2483420,37.6286621,474.7845154,122,,Absent,
2,2011-02-07T15:15:55Z,47.5861787,-122.2483759,37.1480713,480.1849060,129,,Absent,
2,2011-02-07T15:15:58Z,47.5861159,-122.2484139,35.7060547,487.6373291,138,,Absent,
2,2011-02-07T15:15:59Z,47.5860947,-122.2484302,35.2254639,490.2935181,138,,Absent,
2,2011-02-07T15:16:02Z,47.5860341,-122.2485016,34.2641602,498.9088135,145,,Absent,
2,2011-02-07T15:16:04Z,47.5859885,-122.2485436,33.7834473,504.8836060,156,,Absent,
2,2011-02-07T15:16:05Z,47.5859637,-122.2485632,33.3028564,508.0065002,153,,Absent,
2,2011-02-07T15:16:06Z,47.5859372,-122.2485821,33.3028564,511.2505493,159,,Absent,
2,2011-02-07T15:16:10Z,47.5858455,-122.2486533,32.8222656,522.8435059,159,,Absent,
2,2011-02-07T15:16:15Z,47.5857664,-122.2487991,32.3415527,536.9152222,162,,Absent,
2,2011-02-07T15:16:20Z,47.5857269,-122.2489753,32.8222656,550.9663086,162,,Absent,
2,2011-02-07T15:16:26Z,47.5856972,-122.2491901,31.3801270,567.5060425,163,,Absent,
2,2011-02-07T15:16:34Z,47.5856666,-122.2494787,32.3415527,589.3435059,163,,Absent,
2,2011-02-07T15:16:40Z,47.5856351,-122.2496812,31.8607178,604.9808350,163,,Absent,
2,2011-02-07T15:16:46Z,47.5856103,-122.2498863,31.3801270,620.6791992,163,,Absent,
2,2011-02-07T15:16:50Z,47.5855860,-122.2500272,30.4188232,631.5789185,161,,Absent,
2,2011-02-07T15:16:56Z,47.5855599,-122.2502329,29.4575195,647.4093628,162,,Absent,
2,2011-02-07T15:17:00Z,47.5855372,-122.2503515,28.0155029,656.6354980,168,,Absent,
2,2011-02-07T15:17:05Z,47.5854430,-122.2503841,25.6123047,668.2359619,168,,Absent,
2,2011-02-07T15:17:12Z,47.5852771,-122.2503412,22.7282715,686.9737549,167,,Absent,
2,2011-02-07T15:17:17Z,47.5851690,-122.2503047,22.2475586,699.2259521,165,,Absent,
2,2011-02-07T15:17:22Z,47.5850689,-122.2502524,21.2863770,711.0166626,165,,Absent,
2,2011-02-07T15:17:27Z,47.5849431,-122.2502259,20.3249512,725.1148071,167,,Absent,
2,2011-02-07T15:17:32Z,47.5848251,-122.2502018,19.8443604,738.3431396,168,,Absent,
2,2011-02-07T15:17:38Z,47.5846772,-122.2501672,20.8056641,755.0444336,168,,Absent,
2,2011-02-07T15:17:43Z,47.5845498,-122.2501405,22.7282715,769.3746338,168,,Absent,
2,2011-02-07T15:17:49Z,47.5844018,-122.2501008,24.1702881,786.1949463,168,,Absent,
2,2011-02-07T15:17:55Z,47.5842634,-122.2501272,23.6895752,802.3264160,166,,Absent,
2,2011-02-07T15:18:00Z,47.5841785,-122.2502841,22.7282715,817.5112305,165,,Absent,
2,2011-02-07T15:18:06Z,47.5841222,-122.2504996,20.8056641,834.9086914,166,,Absent,
2,2011-02-07T15:18:12Z,47.5840654,-122.2507017,19.3637695,851.2952271,166,,Absent,
2,2011-02-07T15:18:17Z,47.5840143,-122.2508628,18.4023438,864.6370850,166,,Absent,
2,2011-02-07T15:18:19Z,47.5839829,-122.2509073,17.9217529,869.5203247,166,,Absent,
2,2011-02-07T15:18:24Z,47.5838610,-122.2508815,17.4411621,883.5970459,166,,Absent,
2,2011-02-07T15:18:25Z,47.5838399,-122.2508710,17.4411621,886.0401001,166,,Absent,
2,2011-02-07T15:18:32Z,47.5836771,-122.2507628,18.8830566,905.9719238,166,,Absent,
2,2011-02-07T15:18:37Z,47.5835539,-122.2506886,18.4023438,920.8361816,166,,Absent,
2,2011-02-07T15:18:45Z,47.5833553,-122.2505738,16.9604492,944.4644165,167,,Absent,
2,2011-02-07T15:18:51Z,47.5831998,-122.2504930,17.4411621,962.7457275,168,,Absent,
2,2011-02-07T15:18:57Z,47.5830677,-122.2504291,15.0377197,978.2934570,168,,Absent,
